,id_x,name_x,artists_x,new_identifier,popularity_x,duration_ms_x,explicit_x,id_artists_x,release_date_x,danceability_x,energy_x,key_x,loudness_x,mode_x,speechiness_x,acousticness_x,instrumentalness_x,liveness_x,valence_x,tempo_x,time_signature_x,Labels,Labels_list,id_y,name_y,artists_y,popularity_y,duration_ms_y,explicit_y,id_artists_y,release_date_y,danceability_y,energy_y,key_y,loudness_y,mode_y,speechiness_y,acousticness_y,instrumentalness_y,liveness_y,valence_y,tempo_y,time_signature_y,genres,artists_list
5485,1C128gNLnz7jXsQRQ6QYXn,hymne - remastered,vangelis,hymne - remastered_vangelis,44,164133,0,['4P70aqttdpJ9vuYFDmf7f6'],1979-01-01 00:00:00,0.208,0.253,2,-13.175,1,0.033,0.322,0.571,0.261,0.121,68.92,3,"nostalgia, power, tension, sadness","['nostalgia', 'power', 'tension', 'sadness']",1C128gNLnz7jXsQRQ6QYXn,hymne - remastered,vangelis,44,164133,0,['4P70aqttdpJ9vuYFDmf7f6'],1979-01-01,0.208,0.253,2,-13.175,1,0.033,0.322,0.571,0.261,0.121,68.92,3,"['cyberpunk', 'new age', 'synthesizer']",['vangelis']
5487,6o8nZVzweaEOLDLOgaogX5,just another nervous wreck - 2010 remastered,supertramp,just another nervous wreck - 2010 remastered_supertramp,44,265680,0,['3JsMj0DEzyWc0VDlHuy9Bx'],1979-03-29 00:00:00,0.352,0.786,3,-5.709,1,0.0538,0.535,0.000572,0.109,0.523,151.314,4,"power, tension, sadness","['power', 'tension', 'sadness']",4IIpo5OLYyLZqHQTYaYzIK,just another nervous wreck - 2010 remastered,supertramp,33,265680,0,['3JsMj0DEzyWc0VDlHuy9Bx'],1979-03-29,0.352,0.786,3,-5.709,1,0.0538,0.535,0.000572,0.109,0.523,151.314,4,"['album rock', 'art rock', 'classic rock', 'glam rock', 'mellow gold', 'piano rock', 'progressive rock', 'rock', 'soft rock']",['supertramp']
5488,5PKnZzkjs2y3WTbIYtv5Fq,magic bus - mono edit,the who,magic bus - mono edit_the who,44,202667,0,['67ea9eGLXYMsO2eYQRui3w'],1979-06-08 00:00:00,0.632,0.947,7,-5.761,1,0.0732,0.00486,0.0,0.282,0.719,92.313,4,"nostalgia, tension, sadness","['nostalgia', 'tension', 'sadness']",5PKnZzkjs2y3WTbIYtv5Fq,magic bus - mono edit,the who,44,202667,0,['67ea9eGLXYMsO2eYQRui3w'],1979-06-08,0.632,0.947,7,-5.761,1,0.0732,0.00486,0.0,0.282,0.719,92.313,4,"['album rock', 'art rock', 'blues rock', 'british invasion', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'roots rock']",['the who']
5489,1bYzoLz1GonUYnrqjMppKc,the fish aren't bitin' today,david allan coe,the fish aren't bitin' today_david allan coe,44,188160,0,['6nwh8AhPpbwOUnHZJWrHT6'],1979-11-01 00:00:00,0.538,0.534,2,-9.612,1,0.0324,0.744,0.000182,0.299,0.85,153.405,4,"tension, sadness","['tension', 'sadness']",1bYzoLz1GonUYnrqjMppKc,the fish aren't bitin' today,david allan coe,44,188160,0,['6nwh8AhPpbwOUnHZJWrHT6'],1979-11-01,0.538,0.534,2,-9.612,1,0.0324,0.744,0.000182,0.299,0.85,153.405,4,"['country', 'country rock', 'outlaw country']",['david allan coe']
5490,1d0RJmZXAncCnTYHFlhaj4,the guns of brixton,the clash,the guns of brixton_the clash,44,189667,0,['3RGLhK1IP9jnYFH4BRFJBS'],1979,0.745,0.604,7,-9.311,1,0.0949,0.00254,0.0492,0.116,0.648,96.514,4,"power, tension","['power', 'tension']",1d0RJmZXAncCnTYHFlhaj4,the guns of brixton,the clash,44,189667,0,['3RGLhK1IP9jnYFH4BRFJBS'],1979,0.745,0.604,7,-9.311,1,0.0949,0.00254,0.0492,0.116,0.648,96.514,4,"['classic rock', 'permanent wave', 'punk', 'rock']",['the clash']
5491,3TjM3SIVQksTj3pNVUZPv8,"2,000 man",kiss,"2,000 man_kiss",44,295387,0,['07XSN3sPlIlB2L2XNcTwJw'],1979-03-23 00:00:00,0.546,0.937,8,-6.025,1,0.0408,0.166,4.89e-06,0.312,0.82,134.065,4,tension,['tension'],3TjM3SIVQksTj3pNVUZPv8,"2,000 man",kiss,44,295387,0,['07XSN3sPlIlB2L2XNcTwJw'],1979-03-23,0.546,0.937,8,-6.025,1,0.0408,0.166,4.89e-06,0.312,0.82,134.065,4,"['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']",['kiss']
5492,0mb5Q9w5GJKU7HClkEzHpy,lovers (live a little longer),abba,lovers (live a little longer)_abba,44,210453,0,['0LcJLqbBmaGUft1e9Mm8HV'],1979,0.519,0.732,6,-6.371,0,0.0466,0.166,2.78e-05,0.314,0.734,173.347,4,tenderness,['tenderness'],0mb5Q9w5GJKU7HClkEzHpy,lovers (live a little longer),abba,44,210453,0,['0LcJLqbBmaGUft1e9Mm8HV'],1979,0.519,0.732,6,-6.371,0,0.0466,0.166,2.78e-05,0.314,0.734,173.347,4,"['europop', 'swedish pop']",['abba']
5493,4sv6PcG4kX19kTP5HUV4VN,day of the lords - 2019 digital master,joy division,day of the lords - 2019 digital master_joy division,44,289787,0,['432R46LaYsJZV2Gmc4jUV5'],1979-06-15 00:00:00,0.318,0.627,9,-7.642,1,0.0317,1.68e-05,0.916,0.104,0.115,124.582,4,"tension, sadness","['tension', 'sadness']",4sv6PcG4kX19kTP5HUV4VN,day of the lords - 2019 digital master,joy division,44,289787,0,['432R46LaYsJZV2Gmc4jUV5'],1979-06-15,0.318,0.627,9,-7.642,1,0.0317,1.68e-05,0.916,0.104,0.115,124.582,4,"['alternative rock', 'art rock', 'madchester', 'new wave', 'post-punk', 'rock', 'uk post-punk']",['joy division']
5499,2kUzt5LsTUR0ggquP7O3eN,whatever you want,status quo,whatever you want_status quo,66,243547,0,['4gIdjgLlvgEOz7MexDZzpM'],1979,0.56,0.705,2,-6.761,1,0.0498,0.772,0.00259,0.264,0.501,122.456,4,tension,['tension'],2xPay0UnnhPluCuefRz1IR,whatever you want,status quo,29,228600,0,['4gIdjgLlvgEOz7MexDZzpM'],1993-01-01,0.563,0.629,2,-8.494,1,0.0426,0.861,0.00151,0.167,0.466,122.377,4,"['album rock', 'blues rock', 'british blues', 'classic rock', 'classic uk pop', 'glam rock', 'hard rock', 'rock']",['status quo']
5500,526nHQfF4e5fqr6I2WwyVE,in the skies,peter green,in the skies_peter green,44,229000,0,['3y1DgnVXqckGJrbwOKchdU'],1979-01-01 00:00:00,0.634,0.368,2,-14.953,0,0.0271,0.236,3.39e-05,0.0667,0.796,102.446,4,sadness,['sadness'],526nHQfF4e5fqr6I2WwyVE,in the skies,peter green,44,229000,0,['3y1DgnVXqckGJrbwOKchdU'],1979-01-01,0.634,0.368,2,-14.953,0,0.0271,0.236,3.39e-05,0.0667,0.796,102.446,4,"['blues', 'blues rock', 'british blues', 'classic rock', 'electric blues', 'modern blues']",['peter green']
5501,6Ox9HWLHipsG6RH2a3eB8h,new dawn fades - 2019 digital master,joy division,new dawn fades - 2019 digital master_joy division,44,288667,0,['432R46LaYsJZV2Gmc4jUV5'],1979-06-15 00:00:00,0.362,0.541,2,-8.839,1,0.0363,0.00204,0.741,0.0779,0.252,79.625,4,"solemnity, power, tension, sadness","['solemnity', 'power', 'tension', 'sadness']",6Ox9HWLHipsG6RH2a3eB8h,new dawn fades - 2019 digital master,joy division,44,288667,0,['432R46LaYsJZV2Gmc4jUV5'],1979-06-15,0.362,0.541,2,-8.839,1,0.0363,0.00204,0.741,0.0779,0.252,79.625,4,"['alternative rock', 'art rock', 'madchester', 'new wave', 'post-punk', 'rock', 'uk post-punk']",['joy division']
5502,21EwgINgOx9iiYo7Sj1HCM,alabama blues,j.b. lenoir,alabama blues_j.b. lenoir,44,194373,0,['3enRG6NEAfCkJI2muGcnT1'],1979,0.675,0.308,6,-8.081,1,0.0348,0.824,3.75e-05,0.0607,0.69,97.446,4,"nostalgia, tension, sadness","['nostalgia', 'tension', 'sadness']",21EwgINgOx9iiYo7Sj1HCM,alabama blues,j.b. lenoir,44,194373,0,['3enRG6NEAfCkJI2muGcnT1'],1979,0.675,0.308,6,-8.081,1,0.0348,0.824,3.75e-05,0.0607,0.69,97.446,4,"['acoustic blues', 'blues', 'chicago blues', 'traditional blues']",['j.b. lenoir']
5503,2RzSak8NnAAE49K7Qa4Jad,"jingo - 12"" version",candido,"jingo - 12"" version_candido",44,593027,0,['6PyAzOON3Toc5MPZrZMA5i'],1979-01-01 00:00:00,0.633,0.85,2,-11.313,1,0.0406,0.00764,0.774,0.301,0.843,121.439,4,"power, tension","['power', 'tension']",2RzSak8NnAAE49K7Qa4Jad,"jingo - 12"" version",candido,44,593027,0,['6PyAzOON3Toc5MPZrZMA5i'],1979-01-01,0.633,0.85,2,-11.313,1,0.0406,0.00764,0.774,0.301,0.843,121.439,4,['disco'],['candido']
5504,2e6qpb1CBshxyZRdR74Czl,banana republic,"lucio dalla, francesco de gregori","banana republic_lucio dalla, francesco de gregori",44,213707,0,"['25MkkfEousyfp2eyh38FUl', '16FJYC4FqKhZXiXIzMI4ul']",1979-11-22 00:00:00,0.548,0.4,7,-13.643,1,0.0321,0.685,0.0,0.952,0.765,111.607,4,"tension, sadness","['tension', 'sadness']",2e6qpb1CBshxyZRdR74Czl,banana republic,"lucio dalla, francesco de gregori",44,213707,0,"['25MkkfEousyfp2eyh38FUl', '16FJYC4FqKhZXiXIzMI4ul']",1979-11-22,0.548,0.4,7,-13.643,1,0.0321,0.685,0.0,0.952,0.765,111.607,4,"['""canzone dautore""', 'classic italian pop', 'italian adult pop']","['lucio dalla', ' francesco de gregori']"
5505,3KSxtCOb0dc5qBMRvYyv2l,full force gale,van morrison,full force gale_van morrison,44,194107,0,['44NX2ffIYHr6D4n7RaZF7A'],1979-08,0.667,0.897,2,-5.364,1,0.0348,0.418,3.42e-05,0.116,0.947,139.484,4,solemnity,['solemnity'],3KSxtCOb0dc5qBMRvYyv2l,full force gale,van morrison,44,194107,0,['44NX2ffIYHr6D4n7RaZF7A'],1979-08,0.667,0.897,2,-5.364,1,0.0348,0.418,3.42e-05,0.116,0.947,139.484,4,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'soul']",['van morrison']
5507,1ED87KotKtaIilIWKsYYc5,in the mood,tyrone davis,in the mood_tyrone davis,44,249613,0,['76agLI5oSCFbmZnBqKcBJd'],1979,0.599,0.398,7,-10.14,0,0.03,0.201,0.00324,0.245,0.504,69.709,4,"joyful activation, tenderness","['joyful activation', 'tenderness']",2xTxA63pJHWi4VNnMCWaT3,in the mood,tyrone davis,34,246507,0,['76agLI5oSCFbmZnBqKcBJd'],1976,0.621,0.326,7,-12.563,0,0.0356,0.207,0.0021,0.0573,0.542,69.733,4,"['chicago soul', 'classic soul', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",['tyrone davis']
5508,7aZjExRehKGrH6vZ3MNXlq,precious angel,bob dylan,precious angel_bob dylan,44,389867,0,['74ASZWbe4lXaubB36ztrGX'],1979-08-20 00:00:00,0.736,0.703,3,-8.469,1,0.0386,0.115,1.72e-05,0.107,0.812,122.575,4,"tension, sadness","['tension', 'sadness']",7aZjExRehKGrH6vZ3MNXlq,precious angel,bob dylan,44,389867,0,['74ASZWbe4lXaubB36ztrGX'],1979-08-20,0.736,0.703,3,-8.469,1,0.0386,0.115,1.72e-05,0.107,0.812,122.575,4,"['album rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter']",['bob dylan']
5509,2hg8QxxDob0JR3ahlUP8bp,we wish you a merry christmas,"john denver, the muppets","we wish you a merry christmas_john denver, the muppets",44,65347,0,"['7EK1bQADBoqbYXnT4Cqv9w', '0czJqnJDu3vWrLHmsbLunu']",1979-12-05 00:00:00,0.678,0.353,9,-15.636,1,0.0716,0.814,0.0,0.0904,0.777,84.545,1,"nostalgia, sadness","['nostalgia', 'sadness']",2hg8QxxDob0JR3ahlUP8bp,we wish you a merry christmas,"john denver, the muppets",44,65347,0,"['7EK1bQADBoqbYXnT4Cqv9w', '0czJqnJDu3vWrLHmsbLunu']",1979-12-05,0.678,0.353,9,-15.636,1,0.0716,0.814,0.0,0.0904,0.777,84.545,1,"['adult standards', 'classic country pop', 'folk', 'folk rock', 'mellow gold', 'soft rock']","['john denver', ' the muppets']"
5510,4HNkcbObzBZnIlxB49GgrC,revolution rock - remastered,the clash,revolution rock - remastered_the clash,44,333293,0,['3RGLhK1IP9jnYFH4BRFJBS'],1979,0.638,0.702,8,-10.341,0,0.159,0.00298,5.57e-06,0.124,0.849,158.441,4,"nostalgia, power, tension, sadness","['nostalgia', 'power', 'tension', 'sadness']",4HNkcbObzBZnIlxB49GgrC,revolution rock - remastered,the clash,44,333293,0,['3RGLhK1IP9jnYFH4BRFJBS'],1979,0.638,0.702,8,-10.341,0,0.159,0.00298,5.57e-06,0.124,0.849,158.441,4,"['classic rock', 'permanent wave', 'punk', 'rock']",['the clash']
5511,1r69KR1iUoLfoN4Z44Okca,you put a charge in my life,brainstorm,you put a charge in my life_brainstorm,44,251733,0,['6JPBUFrfF5w5whOPk2w0kp'],1979,0.589,0.538,4,-12.369,1,0.0362,0.212,0.0,0.791,0.729,144.685,4,tenderness,['tenderness'],1r69KR1iUoLfoN4Z44Okca,you put a charge in my life,brainstorm,44,251733,0,['6JPBUFrfF5w5whOPk2w0kp'],1979,0.589,0.538,4,-12.369,1,0.0362,0.212,0.0,0.791,0.729,144.685,4,['latvian indie'],['brainstorm']
5512,5YiSSBURCIz0qlOoL3la8w,she's lost control - 2019 digital master,joy division,she's lost control - 2019 digital master_joy division,44,237053,0,['432R46LaYsJZV2Gmc4jUV5'],1979-06-15 00:00:00,0.481,0.868,11,-6.881,0,0.0531,0.0105,0.0408,0.141,0.617,144.171,4,"power, tension, sadness","['power', 'tension', 'sadness']",5YiSSBURCIz0qlOoL3la8w,she's lost control - 2019 digital master,joy division,44,237053,0,['432R46LaYsJZV2Gmc4jUV5'],1979-06-15,0.481,0.868,11,-6.881,0,0.0531,0.0105,0.0408,0.141,0.617,144.171,4,"['alternative rock', 'art rock', 'madchester', 'new wave', 'post-punk', 'rock', 'uk post-punk']",['joy division']
5514,6Z7SUiDGB0LGrvSFTEKaSp,angel of mercy,dire straits,angel of mercy_dire straits,44,274867,0,['0WwSkZ7LtFUFjGjMZBMt6T'],1979-06-15 00:00:00,0.709,0.716,7,-8.191,1,0.0299,0.488,0.0768,0.0803,0.907,123.83,4,tenderness,['tenderness'],4Hmc57eD1vBd0e7eqWU6TZ,angel of mercy,dire straits,29,276640,0,['0WwSkZ7LtFUFjGjMZBMt6T'],1979-06-15,0.711,0.714,7,-8.213,1,0.0296,0.448,0.0841,0.0727,0.883,123.848,4,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock']",['dire straits']
5516,63JIZfWgk8RfqtodNGI0w2,follow me home,dire straits,follow me home_dire straits,44,350867,0,['0WwSkZ7LtFUFjGjMZBMt6T'],1979-06-15 00:00:00,0.729,0.396,11,-17.765,0,0.0424,0.777,0.597,0.35,0.567,98.955,4,tenderness,['tenderness'],02azRC7CeBJbFuMJwHYpou,follow me home,dire straits,29,350533,0,['0WwSkZ7LtFUFjGjMZBMt6T'],1979-06-15,0.728,0.403,11,-17.788,0,0.0436,0.779,0.657,0.343,0.55,98.964,4,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock']",['dire straits']
5517,0nd0CeuoS2b30BwLVWJwsM,doors,michael johnson,doors_michael johnson,44,192733,0,['2XKBOnP3qXHP2FpzKplAYh'],1979-01-01 00:00:00,0.504,0.161,1,-16.756,1,0.032,0.574,0.0,0.102,0.179,138.919,4,"tenderness, sadness","['tenderness', 'sadness']",0nd0CeuoS2b30BwLVWJwsM,doors,michael johnson,44,192733,0,['2XKBOnP3qXHP2FpzKplAYh'],1979-01-01,0.504,0.161,1,-16.756,1,0.032,0.574,0.0,0.102,0.179,138.919,4,"['adult standards', 'soft rock']",['michael johnson']
5518,4GzEXb1XxIsJ8YSKDWsSj3,forever,rex smith,forever_rex smith,44,186520,0,['0UUErweJscAbuxMmVo8MON'],1979-07-13 00:00:00,0.541,0.312,7,-11.559,1,0.0284,0.477,0.000237,0.128,0.113,127.561,4,tenderness,['tenderness'],4GzEXb1XxIsJ8YSKDWsSj3,forever,rex smith,44,186520,0,['0UUErweJscAbuxMmVo8MON'],1979-07-13,0.541,0.312,7,-11.559,1,0.0284,0.477,0.000237,0.128,0.113,127.561,4,['soft rock'],['rex smith']
5519,7ltgjbYbyoRYCuLTFnAt5L,tight jeans,prince charles and the city beat band,tight jeans_prince charles and the city beat band,44,339480,0,['4MY00RhSxz9sIaTKQX8q7b'],1979-01-01 00:00:00,0.651,0.947,4,-7.052,0,0.0459,0.0982,4.85e-05,0.409,0.905,123.181,4,tenderness,['tenderness'],7ltgjbYbyoRYCuLTFnAt5L,tight jeans,prince charles and the city beat band,44,339480,0,['4MY00RhSxz9sIaTKQX8q7b'],1979-01-01,0.651,0.947,4,-7.052,0,0.0459,0.0982,4.85e-05,0.409,0.905,123.181,4,['synth funk'],['prince charles and the city beat band']
5520,1MstT5JdBaIR9K5IGccGps,breakfast at sweethearts - 2011 remastered,cold chisel,breakfast at sweethearts - 2011 remastered_cold chisel,44,251221,0,['1VcbchGlIfo3Gylxc3F076'],1979,0.636,0.504,9,-5.368,0,0.0287,0.11,1.25e-05,0.278,0.253,116.64,4,"nostalgia, tension, sadness","['nostalgia', 'tension', 'sadness']",1MstT5JdBaIR9K5IGccGps,breakfast at sweethearts - 2011 remastered,cold chisel,44,251221,0,['1VcbchGlIfo3Gylxc3F076'],1979,0.636,0.504,9,-5.368,0,0.0287,0.11,1.25e-05,0.278,0.253,116.64,4,"['australian pop', 'australian rock']",['cold chisel']
5522,7fFTRgP7x9rsGPIvnfkthJ,candidate - 2007 remaster,joy division,candidate - 2007 remaster_joy division,44,187880,0,['432R46LaYsJZV2Gmc4jUV5'],1979-06-01 00:00:00,0.586,0.27,11,-13.168,0,0.0363,0.0117,0.757,0.0943,0.227,134.819,4,"power, tension, sadness","['power', 'tension', 'sadness']",72GAkiUh3oTnSw235dQvR1,candidate - 2007 remaster,joy division,2,187880,0,['432R46LaYsJZV2Gmc4jUV5'],1979-06-01,0.586,0.27,11,-13.168,0,0.0363,0.0117,0.757,0.0943,0.227,134.819,4,"['alternative rock', 'art rock', 'madchester', 'new wave', 'post-punk', 'rock', 'uk post-punk']",['joy division']
5524,7oNu4gShXbbM1GBJtfJucq,insight - 2007 remaster,joy division,insight - 2007 remaster_joy division,44,266280,0,['432R46LaYsJZV2Gmc4jUV5'],1979-06-01 00:00:00,0.636,0.476,2,-12.582,1,0.0348,0.0211,0.805,0.522,0.164,131.22,4,"power, tension, sadness","['power', 'tension', 'sadness']",29h7LCQx7pMeTBTnhP0ePQ,insight - 2007 remaster,joy division,2,266280,0,['432R46LaYsJZV2Gmc4jUV5'],1979-06-01,0.636,0.476,2,-12.582,1,0.0348,0.0211,0.805,0.522,0.164,131.22,4,"['alternative rock', 'art rock', 'madchester', 'new wave', 'post-punk', 'rock', 'uk post-punk']",['joy division']
5527,3W0xbvrZqaao3ZZEDhVQ0r,dreaming - remastered,blondie,dreaming - remastered_blondie,44,188427,0,['4tpUmLEVLCGFr93o8hFFIB'],1979-10-01 00:00:00,0.343,0.901,2,-5.373,1,0.0419,0.00244,0.000147,0.0801,0.798,161.69,4,"nostalgia, tension, sadness","['nostalgia', 'tension', 'sadness']",2gWUYCEo6lxxtCnDEycgwM,dreaming - remastered,blondie,22,188920,0,['4tpUmLEVLCGFr93o8hFFIB'],1979-09-14,0.361,0.9,2,-5.355,1,0.0432,0.00231,0.00012,0.0671,0.763,161.182,4,"['candy pop', 'new wave', 'new wave pop', 'permanent wave', 'power pop', 'rock']",['blondie']
5528,4mJfDc1mot6O8NvPbXaTgq,"it's a disco night (rock don't stop), pts. 1 & 2",the isley brothers,"it's a disco night (rock don't stop), pts. 1 & 2_the isley brothers",44,315880,0,['53QzNeFpzAaXYnrDBbDrIp'],1979-08-21 00:00:00,0.803,0.909,11,-6.039,0,0.0489,0.366,0.00901,0.0831,0.972,133.179,4,"power, tension","['power', 'tension']",4mJfDc1mot6O8NvPbXaTgq,"it's a disco night (rock don't stop), pts. 1 & 2",the isley brothers,44,315880,0,['53QzNeFpzAaXYnrDBbDrIp'],1979-08-21,0.803,0.909,11,-6.039,0,0.0489,0.366,0.00901,0.0831,0.972,133.179,4,"['classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",['the isley brothers']
5529,5OU4PqYhwypDsiviprGhSy,"medley: working my way back to you / forgive me, girl",the spinners,"medley: working my way back to you / forgive me, girl_the spinners",44,243200,0,['5fbhwqYYh4YwUoEs582mq5'],1979,0.84,0.777,9,-6.399,0,0.0451,0.469,3.58e-06,0.216,0.92,121.633,4,"nostalgia, power, tension, sadness","['nostalgia', 'power', 'tension', 'sadness']",5OU4PqYhwypDsiviprGhSy,"medley: working my way back to you / forgive me, girl",the spinners,44,243200,0,['5fbhwqYYh4YwUoEs582mq5'],1979,0.84,0.777,9,-6.399,0,0.0451,0.469,3.58e-06,0.216,0.92,121.633,4,"['classic soul', 'disco', 'funk', 'motown', 'philly soul', 'quiet storm', 'soft rock', 'soul', 'southern soul']",['the spinners']
5531,4kkyukeRdCgbHG6NOXa5He,stella di mare,lucio dalla,stella di mare_lucio dalla,43,355600,0,['25MkkfEousyfp2eyh38FUl'],1979,0.458,0.407,5,-15.906,1,0.0574,0.192,1.74e-05,0.0977,0.434,127.239,4,power,['power'],18WmtmtzvVABReCSch8gNK,stella di mare,lucio dalla,13,355293,0,['25MkkfEousyfp2eyh38FUl'],1978-03-10,0.464,0.559,5,-10.349,1,0.0504,0.198,1.81e-05,0.0935,0.388,127.781,4,"['""canzone dautore""', 'classic italian pop', 'italian adult pop']",['lucio dalla']
5532,6NeWfJtmJQvv9vqveDuaFy,baby let me kiss you,fern kinney,baby let me kiss you_fern kinney,44,498267,0,['7tqYLHfwfsXiXdFtMIds2K'],1979-03-15 00:00:00,0.794,0.387,8,-15.471,1,0.0462,0.0329,0.0153,0.1,0.819,165.725,4,"nostalgia, tenderness, tension, sadness","['nostalgia', 'tenderness', 'tension', 'sadness']",6NeWfJtmJQvv9vqveDuaFy,baby let me kiss you,fern kinney,44,498267,0,['7tqYLHfwfsXiXdFtMIds2K'],1979-03-15,0.794,0.387,8,-15.471,1,0.0462,0.0329,0.0153,0.1,0.819,165.725,4,['deep disco'],['fern kinney']
5534,6KQx5Iopy5pZNUovkCqV44,madness,madness,madness_madness,43,158800,0,['4AYkFtEBnNnGuoo8HaHErd'],1979-10-19 00:00:00,0.561,0.741,0,-6.929,1,0.199,0.0125,1.38e-05,0.0806,0.841,146.143,4,tension,['tension'],5q1X97zi0lfp4Zwuhyf6iF,madness,madness,20,160867,0,['4AYkFtEBnNnGuoo8HaHErd'],1982-04-23,0.522,0.874,0,-4.193,1,0.215,0.0193,0.000256,0.0676,0.815,145.988,4,"['new romantic', 'new wave', 'new wave pop', 'ska', 'ska revival']",['madness']
5535,6aLCZUnreez0cBOjKNeLDH,spanish bombs,the clash,spanish bombs_the clash,43,198867,0,['3RGLhK1IP9jnYFH4BRFJBS'],1979,0.616,0.776,9,-7.929,1,0.0366,0.0214,0.0,0.178,0.731,149.017,4,"tension, sadness","['tension', 'sadness']",6aLCZUnreez0cBOjKNeLDH,spanish bombs,the clash,43,198867,0,['3RGLhK1IP9jnYFH4BRFJBS'],1979,0.616,0.776,9,-7.929,1,0.0366,0.0214,0.0,0.178,0.731,149.017,4,"['classic rock', 'permanent wave', 'punk', 'rock']",['the clash']
5536,75y3G2V8wSpm89einsZ4d5,"try me, i know we can make it - edit",donna summer,"try me, i know we can make it - edit_donna summer",43,198093,0,['2eogQKWWoohI3BSnoG7E2U'],1979-10-15 00:00:00,0.81,0.602,0,-15.674,0,0.0363,0.00426,0.327,0.092,0.964,122.952,4,"nostalgia, power, tension","['nostalgia', 'power', 'tension']",75y3G2V8wSpm89einsZ4d5,"try me, i know we can make it - edit",donna summer,43,198093,0,['2eogQKWWoohI3BSnoG7E2U'],1979-10-15,0.81,0.602,0,-15.674,0,0.0363,0.00426,0.327,0.092,0.964,122.952,4,"['dance pop', 'disco', 'hi-nrg', 'motown', 'new wave pop']",['donna summer']
5537,0GmOHn2XofRigQ4Eaqu6jQ,jah rastafari - 2001 digital remaster,culture,jah rastafari - 2001 digital remaster_culture,43,219133,0,['4DbtUTi2WsBNdruAZL2pNz'],1979,0.756,0.546,9,-9.359,1,0.161,0.205,0.0,0.329,0.949,75.354,4,"solemnity, power","['solemnity', 'power']",0GmOHn2XofRigQ4Eaqu6jQ,jah rastafari - 2001 digital remaster,culture,43,219133,0,['4DbtUTi2WsBNdruAZL2pNz'],1979,0.756,0.546,9,-9.359,1,0.161,0.205,0.0,0.329,0.949,75.354,4,"['dub', 'lovers rock', 'reggae', 'rock steady', 'roots reggae', 'ska']",['culture']
5538,2AOunLYKGvwya5xDfFxiFj,deja vu,dionne warwick,deja vu_dionne warwick,43,304987,0,['2JSjCHK79gdaiPWdKiNUNp'],1979-01-01 00:00:00,0.593,0.564,1,-12.585,0,0.0435,0.308,0.000128,0.0676,0.587,145.623,4,tenderness,['tenderness'],2AOunLYKGvwya5xDfFxiFj,deja vu,dionne warwick,43,304987,0,['2JSjCHK79gdaiPWdKiNUNp'],1979-01-01,0.593,0.564,1,-12.585,0,0.0435,0.308,0.000128,0.0676,0.587,145.623,4,"['adult standards', 'brill building pop', 'disco', 'lounge', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']",['dionne warwick']
5539,7G73zivZGsPBXn9yeIUYOK,queen of hearts,dave edmunds,queen of hearts_dave edmunds,43,201600,0,['65Gh3BfK84aTIugiRCgLBA'],1979-06-09 00:00:00,0.518,0.697,11,-10.949,1,0.0419,0.0264,0.00281,0.0845,0.812,171.186,4,"tenderness, sadness","['tenderness', 'sadness']",7G73zivZGsPBXn9yeIUYOK,queen of hearts,dave edmunds,43,201600,0,['65Gh3BfK84aTIugiRCgLBA'],1979-06-09,0.518,0.697,11,-10.949,1,0.0419,0.0264,0.00281,0.0845,0.812,171.186,4,"['blues rock', 'british blues', 'classic uk pop', 'country rock', 'power pop', 'pub rock', 'rock-and-roll', 'rockabilly', 'roots rock']",['dave edmunds']
5540,4IHuMACnW8IMUUVPss9rou,"it's my house - 12"" remix","diana ross, jimmy simpson","it's my house - 12"" remix_diana ross, jimmy simpson",43,367640,0,"['3MdG05syQeRYPPcClLaUGl', '5f7MrpQAARmMdJ7zHjvuPo']",1979-05-23 00:00:00,0.803,0.625,5,-7.857,1,0.0404,0.359,0.000876,0.121,0.82,100.298,4,power,['power'],4IHuMACnW8IMUUVPss9rou,"it's my house - 12"" remix","diana ross, jimmy simpson",43,367640,0,"['3MdG05syQeRYPPcClLaUGl', '5f7MrpQAARmMdJ7zHjvuPo']",1979-05-23,0.803,0.625,5,-7.857,1,0.0404,0.359,0.000876,0.121,0.82,100.298,4,"['adult standards', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']","['diana ross', ' jimmy simpson']"
